person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Fernando Luis Miguel Tirado de la Garza,fernandoluismigueltiradodelagarza,fernandoluismigueltiradodelagarza@hotmail.com,51465378340,1995-11-09,"Cerrada Miranda 908 Interior 129, Nueva Timor-Leste, BCS 54516",690.303.1757,8e:00:32:3b:61:97,109.19.115.30,GB37ISES5144900284982,2025-06-25 21:27:53,26294,735,207,26115,34057a70-7ae0-4fd0-88ba-3e0bdea3c605
Silvia Gerónimo Huerta Villalobos,silviagerónimohuertavillalobos,silviagerónimohuertavillalobos@yahoo.com,49489933975,1954-08-04,"Ampliación Distrito Federal 603 102, Vieja Costa Rica, VER 54095",(221)954-4135x8998,50:37:3e:cb:e5:9a,67.139.212.193,GB06GQSF4703017097943,2025-06-25 21:27:53,26730,28,219,1041523,ad59eff4-e87e-4951-9674-d4ab9d42745f
Margarita Roldán,margaritaroldán,margaritaroldán@hotmail.com,52206115660,1964-02-06,"Calzada Irán 497 909, San Itzel de la Montaña, SIN 86313",662-127-8232x777,1c:a7:41:8b:06:d2,20.201.5.179,GB48VYRH8457827983485,2025-06-25 21:27:53,6600,936,105,1918928,a6d7f076-463a-4613-a934-7ddf1fbb1a30
Irene Razo Reyes,irenerazoreyes,irenerazoreyes@gmail.com,38556020956,1924-11-20,"Circunvalación Longoria 754 Interior 292, Nueva Malawi, PUE 15529",659-939-6474x130,62:a9:56:1f:f8:54,182.90.249.39,GB35RBAU3914492431035,2025-06-25 21:27:53,19543,991,174,1360666,9fb2d957-8dec-4300-9888-0a97af22683a
Lic. Omar de la Fuente,lic.omardelafuente,lic.omardelafuente@hotmail.com,3672180316,2010-09-01,"Prolongación Hidalgo 218 Edif. 591 , Depto. 656, Nueva Jordania, CHIS 70480-8897",981.157.2018,be:a9:36:3c:75:c6,11.51.226.255,GB12WPON6189010869110,2025-06-25 21:27:53,15953,687,257,1740796,3f830514-7baa-47c1-a0b6-d68ffe929c88
Rodolfo Hernandes Perea,rodolfohernandesperea,rodolfohernandesperea@gmail.com,16505997839,1913-08-29,"Diagonal Sur Loya 947 720, Vieja Angola, ZAC 90521",03332203807,f2:9b:d9:22:2e:65,169.235.105.77,GB32ECUT3954204798516,2025-06-25 21:27:53,1085,695,223,1795846,9b338596-26a8-42d9-842f-57a39683a195
Manuel Solís,manuelsolís,manuelsolís@yahoo.com,88085278906,1946-03-02,"Calzada Sur Marroquín 389 Edif. 924 , Depto. 062, Vieja Austria, JAL 59580",1-723-852-9350,ce:c6:cb:b6:86:ac,56.91.21.62,GB52JUWD6704255090978,2025-06-25 21:27:53,24398,614,120,1304041,dbf3c051-aa2b-487d-8191-d65d3fb9a2a1
Angélica Aguayo,angélicaaguayo,angélicaaguayo@yahoo.com,51871957067,1952-04-04,"Circunvalación Colima 059 979, San Ángel los bajos, MOR 86658",1-068-089-6688,50:d9:2f:db:30:00,191.31.82.26,GB04EYYB3262822504707,2025-06-25 21:27:53,25655,82,450,604155,f3003ec3-9170-4d77-b57b-0bdab6ad190e
Guadalupe Bruno Pineda,guadalupebrunopineda,guadalupebrunopineda@hotmail.com,37660701147,1948-08-08,"Continuación Veracruz de Ignacio de la Llave 665 Edif. 545 , Depto. 461, Nueva Canadá, Q. ROO 24027",(532)256-7501,6e:4f:27:4f:79:a1,54.30.1.93,GB83UVHV8369015941600,2025-06-25 21:27:53,32775,726,493,1727865,2af50c12-800e-43a2-9942-b17fe173d5d0
Benjamín Araceli Cedillo Barraza,benjamínaracelicedillobarraza,benjamínaracelicedillobarraza@hotmail.com,90002114354,1947-06-02,"Pasaje Sur Amaya 198 Edif. 078 , Depto. 864, San Hilda de la Montaña, BCS 73132-7778",920-225-7910x35768,d6:cb:b4:b6:92:98,178.54.180.213,GB76ZPOS3343314924378,2025-06-25 21:27:53,305,856,524,56918,17593600-3df7-4f13-b0d5-aaae69f02b2c
Lic. Karla Pantoja,lic.karlapantoja,lic.karlapantoja@hotmail.com,67434061627,2013-08-31,"Avenida Zúñiga 586 Interior 632, Vieja Líbano, BC 95983",09963729839,c0:93:7c:6c:cc:a2,208.72.135.191,GB86YEHS3333827861870,2025-06-25 21:27:53,2489,77,272,1415916,e427e10e-7435-4b06-a2cd-59da56419daf
Tomás Godínez Cazares,tomásgodínezcazares,tomásgodínezcazares@hotmail.com,76084270743,1989-01-11,"Pasaje Sur Prado 481 765, San Antonia de la Montaña, MEX 62378",(422)312-3625,1a:f0:e4:f8:1e:67,108.161.98.152,GB96THQK2068706645656,2025-06-25 21:27:53,27246,639,293,1696995,ad49316c-8e53-4b8e-81ea-0795b7770ca9
Omar Ortega,omarortega,omarortega@gmail.com,2239923408,2016-12-31,"Eje vial Norte Casillas 899 Edif. 016 , Depto. 658, San Felix los altos, TLAX 76486",1-447-901-3640,06:f9:b7:4c:d4:e0,212.14.40.27,GB74GENS7505748393092,2025-06-25 21:27:53,31058,756,345,1187422,fcde57fe-0e39-4d42-84d9-9a2a363da412
Francisco Javier María Elena Alvarez Rosales,franciscojaviermaríaelenaalvarezrosales,franciscojaviermaríaelenaalvarezrosales@hotmail.com,14173388274,2016-08-01,"Peatonal Sur Alarcón 940 809, San Rosa de la Montaña, MICH 87414-2871",223.679.9942,f8:43:fc:89:81:a6,43.11.255.166,GB21KOUY3757904673262,2025-06-25 21:27:53,24136,365,633,20199,cb412655-fd18-4aad-b13e-286f895f01df
Homero Eloy Marrero,homeroeloymarrero,homeroeloymarrero@yahoo.com,31719793668,1939-08-20,"Retorno Veracruz de Ignacio de la Llave 134 Edif. 245 , Depto. 566, San Julio los bajos, JAL 54648-9822",1-292-064-7728,4c:ac:0f:14:a5:e1,174.239.25.227,GB57NIWX4469478141157,2025-06-25 21:27:53,34925,256,15,924474,e8212034-e25b-41dc-91e0-4f57c8fd5b6e
Gabriel Raúl Ureña Arce,gabrielraúlureñaarce,gabrielraúlureñaarce@hotmail.com,62374743953,1974-01-25,"Ampliación Tabasco 810 652, San René los altos, YUC 10841-7102",(698)714-2754x413,40:11:89:76:c2:f8,214.239.168.225,GB62MIXA1581242830373,2025-06-25 21:27:53,32644,400,306,1593877,c83454c8-5e31-4fb0-b29b-215a31c1cce5
Angélica Samaniego Manzanares,angélicasamaniegomanzanares,angélicasamaniegomanzanares@hotmail.com,70007577151,1929-03-20,"Circunvalación Turkmenistán 579 873, San Luis Manuel de la Montaña, TLAX 18471",185-753-6664x553,04:a9:e6:f2:e3:1d,194.66.99.170,GB03LWXO9732100264082,2025-06-25 21:27:53,18127,336,457,1673148,ef805589-077f-4a8b-9127-c8e8c8e529cb
Samuel Bustamante Santiago,samuelbustamantesantiago,samuelbustamantesantiago@hotmail.com,81089267462,1919-09-19,"Calle Tuvalu 529 Interior 287, Vieja Bolivia, MOR 98414",770.751.0272,f8:22:ac:35:0a:0c,72.25.9.147,GB30HPVR5279494696515,2025-06-25 21:27:53,22613,275,640,813004,285fc4d4-8fdd-4f94-8ac7-f54897ec424c
Serafín Elsa Urrutia,serafínelsaurrutia,serafínelsaurrutia@gmail.com,94864264737,1971-05-11,"Corredor Sur Olivárez 114 Interior 080, San César de la Montaña, BCS 14926",735-161-8181x8531,ba:f0:48:0c:30:67,151.252.173.211,GB45MITA9788576758337,2025-06-25 21:27:53,5020,920,13,1345756,c26205db-211e-4237-a6d3-0a0db6c9ddf2
Antonio Celia Elizondo,antonioceliaelizondo,antonioceliaelizondo@gmail.com,11058584308,1957-01-15,"Callejón Sur Roybal 397 Edif. 662 , Depto. 498, Nueva Uzbekistán, BC 11173-8652",03063119515,3c:18:c0:ba:95:ca,172.44.164.87,GB56NHZO8379949594143,2025-06-25 21:27:53,26487,573,187,1376003,39fcc469-b404-4699-91e7-22081ed7f76a
Salma Esmeralda Luna,salmaesmeraldaluna,salmaesmeraldaluna@gmail.com,97559025859,1958-10-27,"Cerrada Norte Sanabria 465 244, San Inés de la Montaña, COAH 13096-7966",+26(7)0161769063,e0:a7:13:cf:86:5d,144.49.189.180,GB45DZBM5020231597676,2025-06-25 21:27:53,12287,182,38,40216,5d54ac3d-970f-4d1c-b596-16e20fb43c3e
Lic. Luisa Contreras,lic.luisacontreras,lic.luisacontreras@yahoo.com,49968241742,1916-12-28,"Viaducto Egipto 131 360, San Adela los bajos, DF 68501-6794",+02(1)8579055755,b2:6c:36:27:f6:4c,121.246.23.68,GB95RCOH9857830504347,2025-06-25 21:27:53,29208,519,244,467843,2ff7534c-0705-4272-8c09-c7a1eec7f392
Hernán Sandra Negrón,hernánsandranegrón,hernánsandranegrón@gmail.com,12445869030,1996-11-06,"Diagonal Puebla 754 Edif. 990 , Depto. 011, San Jaime los bajos, PUE 27888-8723",(580)511-8353x300,a2:66:e0:3a:99:60,132.124.107.122,GB92ZXRM1745654072904,2025-06-25 21:27:53,4026,266,760,1541383,6db395fc-97e7-4dd9-876c-ca05bc51340c
Lucas Jonás Carrasco,lucasjonáscarrasco,lucasjonáscarrasco@yahoo.com,58734222902,1995-07-04,"Privada Sonora 150 019, Vieja Liberia, YUC 46306-0785",795-630-1024x1327,32:ca:23:d4:d0:3e,139.181.62.133,GB52ZLLR4248616280423,2025-06-25 21:27:53,34555,168,682,1172965,70ec7054-8d15-43e5-89f1-988b4c645384
César Bueno,césarbueno,césarbueno@hotmail.com,3534844729,1940-07-13,"Privada Velasco 624 751, Vieja Indonesia, GRO 69731-9158",303.721.8405x74823,62:03:06:4e:9d:eb,80.210.218.235,GB40WODV1199967822429,2025-06-25 21:27:53,27053,623,133,366526,cce083d6-6243-4847-9c09-2291d4072c6d
Camilo Caridad Ozuna,camilocaridadozuna,camilocaridadozuna@hotmail.com,54894577854,1970-06-13,"Privada Sinaloa 517 Interior 916, San Irene los altos, YUC 01815",03693839631,a6:17:bb:32:a1:cb,204.54.148.70,GB97LQJQ8279482598641,2025-06-25 21:27:53,34155,41,181,1238025,5133bd1e-f3a7-472f-858d-95ef1be578fc
Nayeli Tejeda,nayelitejeda,nayelitejeda@hotmail.com,93836021738,1982-10-11,"Ampliación Sur Alejandro 273 683, Vieja Brasil, JAL 47182-5590",838-597-7866,ae:23:df:1b:89:f2,33.221.44.7,GB45WLPR6740610968362,2025-06-25 21:27:53,13725,944,389,1119409,3cc193c5-bb51-442a-afd2-be55576bb251
Rufino Hernán Cortez,rufinohernáncortez,rufinohernáncortez@hotmail.com,8516040006,1941-01-11,"Andador Hidalgo 058 Edif. 129 , Depto. 232, Vieja Argentina, GTO 09158-7723",142.892.3087x83792,da:e0:87:57:93:ac,60.223.10.171,GB09EDVC2680597600559,2025-06-25 21:27:53,1624,14,81,517687,718a9dfd-6673-4627-a30d-9b204062023a
Dr. Ignacio Escamilla,dr.ignacioescamilla,dr.ignacioescamilla@yahoo.com,93163087062,1981-02-19,"Calzada del Valle 507 Edif. 507 , Depto. 382, Vieja Belarús, CAMP 81071",04806563469,4c:f6:28:8d:df:4c,31.23.72.227,GB51DXFB7797151079638,2025-06-25 21:27:53,5307,365,12,748286,edb7e4e3-e548-45d2-a04d-049bf8335ad9
Concepción Carranza Soliz,concepcióncarranzasoliz,concepcióncarranzasoliz@hotmail.com,55266075518,1935-04-03,"Calle Sur Caballero 126 687, San Anabel de la Montaña, BC 49606-8476",666-359-2990x268,a2:7f:a3:35:bc:3e,156.227.209.132,GB47XFVU1271790878387,2025-06-25 21:27:53,26156,850,179,454579,200ffba4-e66a-48b0-8a79-cddb16b81644
Bianca Nazario Gastélum,biancanazariogastélum,biancanazariogastélum@gmail.com,96546001460,1963-07-17,"Privada Bustamante 045 Edif. 921 , Depto. 188, Vieja Sudán del Sur, OAX 29626",(061)838-0142,2c:a1:25:d6:1f:4e,11.144.84.227,GB71YQBX3274246308630,2025-06-25 21:27:53,8592,25,752,235681,8764a5e9-e7ca-4a57-9a35-44fc84371530
Rocío Luis Miguel Orozco,rocíoluismiguelorozco,rocíoluismiguelorozco@yahoo.com,60105438141,1986-04-01,"Eje vial Montez 705 Edif. 658 , Depto. 783, San René los altos, Q. ROO 22698-7700",+28(3)6084053719,4a:ed:da:ec:1f:d8,134.157.250.15,GB25ZKLR1980088470091,2025-06-25 21:27:53,15939,572,298,1466325,65997abc-dcb1-4893-bf1f-33d4bfa6ffef
Ángel Rendón,ángelrendón,ángelrendón@yahoo.com,79170235547,1930-08-26,"Calle Norte Díaz 194 Interior 960, Nueva Turquía, QRO 19380",465.324.3076x06338,5e:55:93:31:f5:2f,160.121.52.170,GB91NTYW4048300834001,2025-06-25 21:27:53,35601,192,625,1808672,2be174a7-5652-4838-8833-3a72c1aa8d61
Concepción Ramírez Montemayor,concepciónramírezmontemayor,concepciónramírezmontemayor@hotmail.com,66575521829,2014-05-13,"Continuación Santo Tomé y Príncipe 926 Interior 578, San Adalberto de la Montaña, GTO 34598",(121)802-0975x49038,d6:68:12:d4:1b:bf,187.168.228.66,GB43LZJV6868100316917,2025-06-25 21:27:53,30381,456,354,1869509,c1431977-da02-428a-a183-8186b86b2f07
Bernabé Cecilia Olivárez Chacón,bernabéceciliaolivárezchacón,bernabéceciliaolivárezchacón@gmail.com,89930837946,2013-05-21,"Ampliación Norte Verduzco 079 Interior 114, San Vicente de la Montaña, HGO 01374",281.638.0544x223,20:f1:3d:47:2a:db,27.173.5.218,GB79LVIT2749254319203,2025-06-25 21:27:53,18410,530,522,1302576,207be127-7ac9-4b77-8588-6491b4c86585
Miriam Pineda Santacruz,miriampinedasantacruz,miriampinedasantacruz@yahoo.com,41588827182,1934-05-01,"Prolongación Aguascalientes 106 Interior 587, San Perla los altos, HGO 20443",979-058-3329x157,5c:c9:c9:52:8c:9d,85.28.34.179,GB95ALUD0033823697154,2025-06-25 21:27:53,9534,640,203,1898464,b34d2b61-860a-4cf8-8f4e-5cbbf6ddc61e
Alma Huerta,almahuerta,almahuerta@gmail.com,64940322643,1923-06-18,"Ampliación Quintana Roo 916 Edif. 761 , Depto. 553, San René los altos, Q. ROO 30303-5840",770.563.8313,52:08:34:73:73:18,79.28.255.12,GB26BSLU8343089349890,2025-06-25 21:27:53,23901,525,12,1560505,f6a33e80-53a2-49e7-8879-7610417363ab
Josefina Héctor Guajardo,josefinahéctorguajardo,josefinahéctorguajardo@yahoo.com,42372269714,1967-05-07,"Avenida Norte Cisneros 345 Interior 126, San Timoteo los bajos, BCS 00899-9519",1-465-448-8529,82:c7:18:eb:b8:34,153.1.80.250,GB57ATGG7723297147930,2025-06-25 21:27:53,6875,244,673,475217,96e8af59-af63-43d1-aee7-5d50b3bc74e6
Ramón Isaac Salinas,ramónisaacsalinas,ramónisaacsalinas@hotmail.com,73104206997,1943-02-03,"Circuito Sur Fonseca 960 Edif. 415 , Depto. 523, San Raúl los altos, MOR 43859",262.821.6754x81845,6a:9e:2a:24:d8:79,38.133.41.196,GB61EKIG8844083874828,2025-06-25 21:27:53,5049,226,643,656403,f11c8db5-8863-4dc1-ade8-b2fd8059781a
María Eugenia Roberto Espinoza Galarza,maríaeugeniarobertoespinozagalarza,maríaeugeniarobertoespinozagalarza@hotmail.com,34807603252,1999-04-12,"Peatonal Kirguistán 028 311, Nueva Islas Marshall, MOR 75077-1771",(347)186-0302,3c:a7:95:b3:4e:32,16.115.40.85,GB82XZMA8199394403067,2025-06-25 21:27:53,1106,927,663,1312398,0746fcae-4981-4727-8db0-b067db31e8b9
Augusto Terrazas Ocampo,augustoterrazasocampo,augustoterrazasocampo@hotmail.com,10659892466,1957-12-11,"Privada Gabón 499 053, San Rosalia los bajos, TAMPS 29171-8437",01762292634,a6:38:0e:c5:12:f1,216.161.229.179,GB09FUCE0303996980487,2025-06-25 21:27:53,19918,117,477,1166383,b732c132-4234-41fc-8d38-ca18a80743a7
Alfredo Saldivar,alfredosaldivar,alfredosaldivar@hotmail.com,44440687034,1918-05-31,"Prolongación Norte Pantoja 208 Edif. 062 , Depto. 972, Nueva Bhután, JAL 65082",(608)111-3346,de:f1:2a:db:b3:6b,26.238.249.22,GB19AQWP5509013038660,2025-06-25 21:27:53,24576,777,243,1259117,d43e49aa-8db3-4072-aa24-b916e285a8a6
Raúl Indira López Santacruz,raúlindiralópezsantacruz,raúlindiralópezsantacruz@hotmail.com,61147338737,1916-09-17,"Corredor Rwanda 479 Interior 558, San Reynaldo de la Montaña, BC 85509",06084934189,62:2f:21:cb:f4:61,189.115.190.56,GB03WMTC5881035176455,2025-06-25 21:27:53,35785,139,19,1288780,5fad2ad3-2ffc-46d2-bb53-56128678ce00
Perla Adán Quezada Barela,perlaadánquezadabarela,perlaadánquezadabarela@gmail.com,89255637657,1916-08-10,"Diagonal Zacatecas 480 019, Vieja República Democrática Popular Lao, TAB 48584",(174)163-2822,82:45:ce:21:a2:af,148.57.55.53,GB74RGSX7933931223462,2025-06-25 21:27:53,24111,523,672,1423302,be88ac51-96ca-45b3-a0f6-bd8dc5179d21
Débora Garza,déboragarza,déboragarza@gmail.com,19193919404,1980-04-12,"Boulevard República de Corea 495 950, Vieja Serbia, TLAX 39999-7338",427-286-9738x09167,46:67:7c:7c:7d:d8,111.73.65.98,GB90MEAV0057709113639,2025-06-25 21:27:53,4556,11,773,933114,ec7d6e5b-9b1a-4c87-a2e8-1e7a9dc8176f
Elisa Mitzy Rangel,elisamitzyrangel,elisamitzyrangel@hotmail.com,15930750110,2025-01-31,"Viaducto Gómez 763 712, San Ana Luisa de la Montaña, SON 25670-2413",092.580.5143x272,e0:05:aa:43:1e:f5,53.208.76.86,GB33SSSL4480239297331,2025-06-25 21:27:53,5993,298,102,340627,9b503c68-626e-459a-9ffc-19ac56f22cfa
Soledad Francisca Almaraz Iglesias,soledadfranciscaalmaraziglesias,soledadfranciscaalmaraziglesias@hotmail.com,22785907290,1997-04-26,"Andador Sudán 721 Interior 971, Vieja Guinea Bissau, GRO 53118-7242",243-417-4618x932,18:bd:38:6e:e1:64,9.137.46.72,GB67NMCU7850691741290,2025-06-25 21:27:53,15983,85,256,359793,e1c5d5b9-00b3-4e66-898f-b106ea814842
Aurelio Villarreal Ríos,aureliovillarrealríos,aureliovillarrealríos@yahoo.com,7169228363,1911-04-26,"Circunvalación Ramón 411 Interior 063, Vieja Palau, NAY 01817",(767)087-5075x449,64:0f:da:4a:4d:1d,117.79.124.190,GB91BVJW2175640422930,2025-06-25 21:27:53,4195,942,319,256075,12244955-f696-4276-836e-be1cf385344d
Mtro. Rocío Mondragón,mtro.rocíomondragón,mtro.rocíomondragón@hotmail.com,3642676609,1980-01-01,"Circunvalación Sri Lanka 859 817, San Ángela de la Montaña, TLAX 35038-3262",749.008.1295,e2:c2:ec:19:2f:1b,30.209.150.97,GB12JCKU2897639685485,2025-06-25 21:27:53,19336,782,774,428870,37f8f445-1257-4827-b107-40c2f7180335
Karla Rubio Romero,karlarubioromero,karlarubioromero@gmail.com,88255677325,1965-12-16,"Callejón Godoy 548 Edif. 383 , Depto. 233, Nueva Bhután, TAB 40466-5856",1-218-436-3656x244,30:e1:22:79:71:38,169.160.74.142,GB57IWZL0139062343536,2025-06-25 21:27:53,30673,954,170,1235588,a9c41325-7428-4119-8041-9081e87e4fea
Alejandra Teresa Venegas,alejandrateresavenegas,alejandrateresavenegas@yahoo.com,27625272920,1932-11-15,"Diagonal Fonseca 221 Interior 771, Vieja Zambia, YUC 13972-6721",145-600-6830x21886,c6:c8:4d:a8:f8:d1,178.161.149.121,GB23AMXL0673216038327,2025-06-25 21:27:53,22155,940,90,1089127,89958d3d-36d8-4d7f-894d-b5d404f8ada1
Israel Rodolfo Cordero,israelrodolfocordero,israelrodolfocordero@hotmail.com,92904335244,1988-04-04,"Diagonal Arevalo 802 416, Nueva Camboya, PUE 08041",650.939.2675x101,42:7d:d3:18:08:9a,32.214.210.247,GB63MOMF3140287910380,2025-06-25 21:27:53,9207,241,441,613638,dbeb9de8-7352-4e4f-899a-64c7e790f18f
Caridad Ofelia Madera,caridadofeliamadera,caridadofeliamadera@yahoo.com,20630564415,1925-12-10,"Calle Australia 742 Edif. 023 , Depto. 026, San Irma de la Montaña, YUC 39808",(275)002-4520,f6:6e:34:55:7a:72,156.63.210.158,GB37OUGU5545896260294,2025-06-25 21:27:53,1433,756,159,1594327,d3e36fed-b624-4dfc-b01c-01772e18921e
Julia Frías Quintero,juliafríasquintero,juliafríasquintero@gmail.com,11456723300,1964-06-20,"Ampliación Miramontes 905 Interior 463, San Jacinto los bajos, GRO 25583",948.989.0796x993,d2:0c:ba:7c:f8:65,77.180.166.169,GB21IVAL1730487953540,2025-06-25 21:27:53,18888,403,214,1386853,050995bf-3315-41e8-a26c-03e64e0177ec
René Adela de Anda Zavala,renéadeladeandazavala,renéadeladeandazavala@yahoo.com,86536121659,1941-01-30,"Continuación Rumania 528 775, Vieja Vietman, CHIS 88953",1-593-565-0105,c0:08:56:49:b0:45,50.110.168.116,GB28KLFW9092337310576,2025-06-25 21:27:53,8157,558,440,612033,82c53f44-ac7a-40ba-8d4a-d08cf97357a5
Irma Nicolás Orozco,irmanicolásorozco,irmanicolásorozco@hotmail.com,32620901895,2005-09-02,"Ampliación Estados Unidos de América 163 Edif. 142 , Depto. 608, Nueva Congo, ZAC 35780",(756)986-7491x879,34:61:41:0c:1f:52,181.47.156.118,GB53BCAT6669872368934,2025-06-25 21:27:53,28922,672,650,726564,d117ce4e-4d52-44c5-b10d-34b948ca1924
Dr. Pascual Pedraza,dr.pascualpedraza,dr.pascualpedraza@yahoo.com,69504358743,1980-02-12,"Circuito Rwanda 034 Interior 626, San Juan de la Montaña, QRO 88368-3162",07656928566,0e:77:01:21:aa:98,25.191.0.244,GB19WYYV6543434917532,2025-06-25 21:27:53,3485,229,720,590928,a4b7e2a9-8531-43ee-b004-da10b1fe687f
Francisco Darío Mateo Preciado,franciscodaríomateopreciado,franciscodaríomateopreciado@gmail.com,52144833499,2004-06-09,"Eje vial Campeche 545 Edif. 275 , Depto. 072, Nueva Rumania, TAB 91910",(456)539-7099,e4:ec:b3:ef:72:35,105.228.25.163,GB07SMXR7925936703896,2025-06-25 21:27:53,19198,951,570,211046,9ad27337-a76b-4c79-9df0-93d133faea58
Lic. Yolanda Campos,lic.yolandacampos,lic.yolandacampos@yahoo.com,14358262625,1953-04-13,"Privada Colima 302 470, San Lorenzo de la Montaña, COAH 91591-0524",919.823.3243x75452,9a:07:e9:ef:36:87,136.9.185.7,GB70WWSM2843556178823,2025-06-25 21:27:53,7871,861,459,453259,8c4e9cca-71f6-4b11-a457-48e26f23adf2
Mtro. Zoé Montez,mtro.zoémontez,mtro.zoémontez@gmail.com,35538397619,2014-12-04,"Andador Veracruz de Ignacio de la Llave 115 213, San Roberto los bajos, SLP 49356",287.376.9694x07783,b8:35:68:c3:cd:42,2.135.195.113,GB71GXEF7072063853332,2025-06-25 21:27:53,31792,79,184,1847853,fef25d80-498b-4301-8943-27e4180262fe
Georgina Baeza Navarrete,georginabaezanavarrete,georginabaezanavarrete@yahoo.com,77979786132,2010-12-23,"Prolongación Puebla 628 Edif. 156 , Depto. 617, San Raúl los altos, ZAC 85633",+12(4)0227470110,da:15:82:56:70:51,54.222.212.191,GB43BUYI5147506137563,2025-06-25 21:27:53,32004,811,384,700662,319b1b3c-d7c4-4804-92a8-f06e99b89338
Guillermina José Carlos Alcántar Zedillo,guillerminajosécarlosalcántarzedillo,guillerminajosécarlosalcántarzedillo@gmail.com,77025121987,1915-02-20,"Eje vial Zaragoza 794 Interior 227, Nueva Brasil, ZAC 15960",(293)825-6285x9657,0c:de:26:e2:2f:49,77.42.119.242,GB23QQLK4366643482397,2025-06-25 21:27:53,1427,568,662,258223,a11c7822-f62d-481b-81ba-fc3b0b7f7445
Eloy Alcala Linares,eloyalcalalinares,eloyalcalalinares@yahoo.com,5310414346,1930-04-21,"Corredor Norte Posada 154 273, Nueva Santo Tomé y Príncipe, SON 22009",1-024-306-1451,42:5b:34:e0:21:ef,210.182.72.37,GB34WLSB7181427933004,2025-06-25 21:27:53,19149,722,617,260511,09e744bb-8a05-4e31-b484-9975e40fdfdc
Miguel Abril Ávalos,miguelabrilávalos,miguelabrilávalos@yahoo.com,31438523107,1947-04-29,"Peatonal México 065 Interior 954, San Luisa los altos, GRO 04043",253-375-6191x41640,ea:ea:70:be:92:b7,131.228.62.149,GB44AWFA9297454220410,2025-06-25 21:27:53,17376,716,310,443579,fe314fef-d62f-4639-9879-8b955befa48f
Jerónimo Cintrón Vela,jerónimocintrónvela,jerónimocintrónvela@gmail.com,49747668439,1915-07-23,"Diagonal Arredondo 602 Interior 510, Nueva Bahrein, MICH 47395",793-883-3773x95214,b2:e5:7c:d4:95:a3,126.76.89.61,GB65NASN4559217320137,2025-06-25 21:27:53,21390,170,153,1174178,c1a024dc-f3cd-41a7-a231-9fc54936c444
Cristal Huerta,cristalhuerta,cristalhuerta@yahoo.com,70929885930,1913-07-19,"Andador Puebla 754 Edif. 924 , Depto. 914, Vieja Perú, GRO 05405",873-709-2770x29864,1a:2b:52:04:3e:c2,79.51.143.151,GB80JVIS4627821529424,2025-06-25 21:27:53,31002,45,409,1684917,ec437d01-042a-4a80-b836-fc64327e62f8
Noelia Casas,noeliacasas,noeliacasas@yahoo.com,95338727696,1917-08-16,"Avenida Sur Muñiz 685 Interior 131, Nueva Nueva Zelandia, SIN 84080-6573",042-234-2509x004,58:87:d0:6c:1e:8b,88.195.172.204,GB30MTJU5864035164700,2025-06-25 21:27:53,10750,393,760,1892685,b082328c-6517-4381-b8df-18eb0bfb9dde
Ignacio Federico Chacón,ignaciofedericochacón,ignaciofedericochacón@yahoo.com,45510536241,1929-05-04,"Peatonal Polonia 866 518, Vieja Argentina, CHIH 37339",(706)104-9557,40:9e:d0:59:0c:bc,132.125.76.171,GB85GSJC6195642916842,2025-06-25 21:27:53,35879,103,188,1763254,081ef1b3-6da5-43bb-864c-74f83c6db851
Martín Pedroza Lozano,martínpedrozalozano,martínpedrozalozano@gmail.com,52506974592,1986-04-28,"Periférico Zacatecas 574 Interior 925, Nueva Congo, HGO 93343",(438)687-3668x3687,f0:78:2f:a2:09:6a,40.43.23.221,GB91WUNQ2134484506600,2025-06-25 21:27:53,2090,643,414,1375231,b5b3b7f9-aee4-40a8-94ba-b01bb9b9ba8f
Noelia Nancy Lira,noelianancylira,noelianancylira@hotmail.com,34076586865,1965-01-22,"Eje vial Bulgaria 030 936, San Irene de la Montaña, COAH 57862",03808658427,64:d9:07:60:d9:fd,63.64.79.78,GB43TBZW3499712950711,2025-06-25 21:27:53,9440,767,536,426081,a666cc91-151c-48f3-b727-c21f1445a6dd
Espartaco Barbara Fuentes Vásquez,espartacobarbarafuentesvásquez,espartacobarbarafuentesvásquez@gmail.com,9673419561,1938-09-14,"Diagonal Norte León 475 404, San María Teresa los altos, GTO 11975",1-659-295-2475,90:48:ed:03:e9:f6,211.23.18.42,GB63ZZNT0220659378892,2025-06-25 21:27:53,16751,131,484,1997041,c872ea90-900b-4550-94b5-e1c120190885
Carlota Olvera,carlotaolvera,carlotaolvera@hotmail.com,50544003309,1957-11-08,"Avenida Guerra 749 401, Vieja Zambia, CHIH 27355",(984)112-8086,9a:f2:05:71:78:b9,112.236.229.0,GB34TXKO1004424000106,2025-06-25 21:27:53,17743,880,0,1374277,106f3ce1-89a6-47d4-b0a3-21d5b9d1bf77
Hermelinda Carrión Ceballos,hermelindacarriónceballos,hermelindacarriónceballos@gmail.com,72142488534,1954-09-04,"Callejón Sonora 650 835, Nueva Portugal, TAMPS 81795-7437",(406)673-7038,52:28:a1:16:b7:e2,92.40.128.238,GB68LFHG1604807152479,2025-06-25 21:27:53,21586,772,364,266948,d4650c8a-143a-4356-aa19-fe35dab148dc
